created_at,full_text,translate,clean_tweet,lower,stopword,tokenize,stemmed,clean
Mon Apr 15 18:37:26 +0000 2024,hari ini di fore lagi! tapi ga sampai malem bgt karna tiba gerd menyerang‍ ngerjain latsol alter to sainsin dan tambahan inten https://t.co/4fpqPgcxTi,Today at Fore again!but it didn't get late because it arrived Gerd attacking latsol alter to sainsin and additional inten https://t.co/4fpqpgcxti,Today at Fore again but it didn t get late because it arrived Gerd attacking latsol alter to sainsin and additional inten https t co fpqpgcxti,today at fore again but it didn t get late because it arrived gerd attacking latsol alter to sainsin and additional inten https t co fpqpgcxti,today fore get late arrived gerd attacking latsol alter sainsin additional inten https co fpqpgcxti,"['today', 'fore', 'get', 'late', 'arrived', 'gerd', 'attacking', 'latsol', 'alter', 'sainsin', 'additional', 'inten', 'https', 'co', 'fpqpgcxti']","['today', 'fore', 'get', 'late', 'arriv', 'gerd', 'attack', 'latsol', 'alter', 'sainsin', 'addit', 'inten', 'http', 'co', 'fpqpgcxti']",today fore get late arriv gerd attack latsol alter sainsin addit inten http co fpqpgcxti
Mon Apr 15 18:35:59 +0000 2024,Ga aneh sih partai ini di bentuk awalnya untuk pro ahok n anti fpi. Jd tau sendirilah bagaimana kira2 cara seleksi anggotanya @psi,"It's not strange that this party was initially formed for Pro Ahok N Anti FPI.So you know, how do you think about the selection of its members @psi",It s not strange that this party was initially formed for Pro Ahok N Anti FPI So you know how do you think about the selection of its members,it s not strange that this party was initially formed for pro ahok n anti fpi so you know how do you think about the selection of its members,strange party initially formed pro ahok n anti fpi know think selection members,"['strange', 'party', 'initially', 'formed', 'pro', 'ahok', 'n', 'anti', 'fpi', 'know', 'think', 'selection', 'members']","['strang', 'parti', 'initi', 'form', 'pro', 'ahok', 'n', 'anti', 'fpi', 'know', 'think', 'select', 'member']",strang parti initi form pro ahok n anti fpi know think select member
Mon Apr 15 18:29:12 +0000 2024,@thtsblue terimakasiih banyakk,@thtsblue Thank you very much,Thank you very much,thank you very much,thank much,"['thank', 'much']","['thank', 'much']",thank much
Mon Apr 15 18:29:00 +0000 2024,@moonsaturnzz aamiin ya Allah semogaa kamu juga yaa Reta,"@moonsurnurnzz aamiin ya Allah, I hope you are too Reta",aamiin ya Allah I hope you are too Reta,aamiin ya allah i hope you are too reta,aamiin allah hope reta,"['aamiin', 'allah', 'hope', 'reta']","['aamiin', 'allah', 'hope', 'reta']",aamiin allah hope reta
Mon Apr 15 18:29:00 +0000 2024,@psi_id sok bijak binatang,@psi_id pretentious animals,pretentious animals,pretentious animals,pretentious animals,"['pretentious', 'animals']","['pretenti', 'anim']",pretenti anim
Mon Apr 15 18:28:29 +0000 2024,@txtdariFUSIxFMA aaaa ya Allah aamiinn tungguu aku yaa miinn,@txtdarifusixfma aaaa oh Allah aamiinn wait me yaa miinn,aaaa oh Allah aamiinn wait me yaa miinn,aaaa oh allah aamiinn wait me yaa miinn,aaaa oh allah aamiinn wait yaa miinn,"['aaaa', 'oh', 'allah', 'aamiinn', 'wait', 'yaa', 'miinn']","['aaaa', 'oh', 'allah', 'aamiinn', 'wait', 'yaa', 'miinn']",aaaa oh allah aamiinn wait yaa miinn
Mon Apr 15 18:27:37 +0000 2024,@unsterimaak aamiin ya Allah,@unSTerimaak Aamiin O Allah,Aamiin O Allah,aamiin o allah,aamiin allah,"['aamiin', 'allah']","['aamiin', 'allah']",aamiin allah
Mon Apr 15 18:27:14 +0000 2024,@bithistorymaker aamiin ya Allah makasii banyak yaa,"@bithistorymaker Aamiin O Allah, thanks a lot",Aamiin O Allah thanks a lot,aamiin o allah thanks a lot,aamiin allah thanks lot,"['aamiin', 'allah', 'thanks', 'lot']","['aamiin', 'allah', 'thank', 'lot']",aamiin allah thank lot
Mon Apr 15 18:26:14 +0000 2024,@lgdipomuda24 aamiin calla terimakasiih banyaak yaa,@lgdipomuda24 aamiin calla thank you very much,aamiin calla thank you very much,aamiin calla thank you very much,aamiin calla thank much,"['aamiin', 'calla', 'thank', 'much']","['aamiin', 'calla', 'thank', 'much']",aamiin calla thank much
Mon Apr 15 18:25:54 +0000 2024,@resqectable aamiin ya Allah makasi banyaak ayshaa,@resquectable aamiin ya Allah thanks a lot of aysha,aamiin ya Allah thanks a lot of aysha,aamiin ya allah thanks a lot of aysha,aamiin allah thanks lot aysha,"['aamiin', 'allah', 'thanks', 'lot', 'aysha']","['aamiin', 'allah', 'thank', 'lot', 'aysha']",aamiin allah thank lot aysha
Mon Apr 15 18:15:37 +0000 2024,@CalyaKendra akk mauu daftar psi sprtinya,@Calayendra AKK Want a list,AKK Want a list,akk want a list,akk want list,"['akk', 'want', 'list']","['akk', 'want', 'list']",akk want list
Mon Apr 15 18:13:03 +0000 2024,sama persis semoga skornya nular kak ,"exactly the same, hopefully the score is infectious sis",exactly the same hopefully the score is infectious sis,exactly the same hopefully the score is infectious sis,exactly hopefully score infectious sis,"['exactly', 'hopefully', 'score', 'infectious', 'sis']","['exactli', 'hope', 'score', 'infecti', 'si']",exactli hope score infecti si
Mon Apr 15 18:03:43 +0000 2024,@txtdariFUSIxFMA @batakjakun terima kasih banyak etminnnn ,@txtdarifusixfma @batakjakun thank you very much etminnnn,thank you very much etminnnn,thank you very much etminnnn,thank much etminnnn,"['thank', 'much', 'etminnnn']","['thank', 'much', 'etminnnn']",thank much etminnnn
Mon Apr 15 18:01:51 +0000 2024,@bacottetangga_ @idextratime Bikinlah woi @Gerindra @golkarpedia @PKSejahtera @DPP_PKB @PDI_Perjuangan @PDemokrat @NasDem @Official_PAN riil suara akar rumput ini loh ketua2 Benalu @psi_id gakusah ikut2an ya,@bacottetangga_ @idextratime make woi @gerindra @golkarpedia @pksejahtera @dpp_pkb @pdi_perjuangan @pdemokrat @nasdem @official_pan real sound root grassroots.,make woireal sound root grassroots,make woireal sound root grassroots,make woireal sound root grassroots,"['make', 'woireal', 'sound', 'root', 'grassroots']","['make', 'woireal', 'sound', 'root', 'grassroot']",make woireal sound root grassroot
Mon Apr 15 18:01:23 +0000 2024,@choialwa lah beneran ada opini seperti ini toh,@choialwa is really an opinion like this anyway,is really an opinion like this anyway,is really an opinion like this anyway,really opinion like anyway,"['really', 'opinion', 'like', 'anyway']","['realli', 'opinion', 'like', 'anyway']",realli opinion like anyway
Mon Apr 15 18:00:23 +0000 2024,@Uki23 Bro apakah benar PSI itu singkatan dari Partai Selangkangan Indah? Mau tanya saja karena pentolan2 partai kalian banyak terkena kasus selangkangan.,@Uki23 Bro Is it true that PSI stands for a beautiful groin party?Just want to ask because your party frontman is exposed to a lot of groin cases.,Bro Is it true that PSI stands for a beautiful groin party Just want to ask because your party frontman is exposed to a lot of groin cases,bro is it true that psi stands for a beautiful groin party just want to ask because your party frontman is exposed to a lot of groin cases,bro true psi stands beautiful groin party want ask party frontman exposed lot groin cases,"['bro', 'true', 'psi', 'stands', 'beautiful', 'groin', 'party', 'want', 'ask', 'party', 'frontman', 'exposed', 'lot', 'groin', 'cases']","['bro', 'true', 'psi', 'stand', 'beauti', 'groin', 'parti', 'want', 'ask', 'parti', 'frontman', 'expos', 'lot', 'groin', 'case']",bro true psi stand beauti groin parti want ask parti frontman expos lot groin case
Mon Apr 15 17:58:10 +0000 2024,@Uki23 PSI partai minim prestasi bisanya nyela orang aja..,@Uki23 PSI Party minimal achievements usually just relax ..,PSI Party minimal achievements usually just relax,psi party minimal achievements usually just relax,psi party minimal achievements usually relax,"['psi', 'party', 'minimal', 'achievements', 'usually', 'relax']","['psi', 'parti', 'minim', 'achiev', 'usual', 'relax']",psi parti minim achiev usual relax
Mon Apr 15 17:00:25 +0000 2024,@LexWu_13 @psi_id Pantesan tokoh bersih PSI pada mundur ya Yg Bertahan TOKOH BURUK semua,@Lexwu_13 @psi_id Pantesan PSI Clean Figure in Resign,Pantesan PSI Clean Figure in Resign,pantesan psi clean figure in resign,pantesan psi clean figure resign,"['pantesan', 'psi', 'clean', 'figure', 'resign']","['pantesan', 'psi', 'clean', 'figur', 'resign']",pantesan psi clean figur resign
Mon Apr 15 16:59:32 +0000 2024,@yoowpa @ikanselmon km psi kh,@yoowpa @kanselmon km psi kh,km psi kh,km psi kh,km psi kh,"['km', 'psi', 'kh']","['km', 'psi', 'kh']",km psi kh
Mon Apr 15 16:53:16 +0000 2024,@psi_id Kami simpatisan PDIP tidak ikhlas Ki Jokobodo bertemu Tante Ega. Kalo tetap memaksa bertemu maka kami tentu akan berpikir ulang jadi simpatisan PDIP. Kamu simpatisan PDIP sakit hati boangat sama Kijokobodo sekarang jadi jijik liat kijokobo ditelevisi..,"@psi_id we sympathizers PDIP is not sincere Ki Jokobodo meets Aunt Ega.If we still force to meet, we will certainly think again to be a PDIP sympathizer.You sympathizes PDIP hurts very hurt the same Kijokobodo now so disgusted seeing Kijokobo in television ..",we sympathizers PDIP is not sincere Ki Jokobodo meets Aunt Ega If we still force to meet we will certainly think again to be a PDIP sympathizer You sympathizes PDIP hurts very hurt the same Kijokobodo now so disgusted seeing Kijokobo in television,we sympathizers pdip is not sincere ki jokobodo meets aunt ega if we still force to meet we will certainly think again to be a pdip sympathizer you sympathizes pdip hurts very hurt the same kijokobodo now so disgusted seeing kijokobo in television,sympathizers pdip sincere ki jokobodo meets aunt ega still force meet certainly think pdip sympathizer sympathizes pdip hurts hurt kijokobodo disgusted seeing kijokobo television,"['sympathizers', 'pdip', 'sincere', 'ki', 'jokobodo', 'meets', 'aunt', 'ega', 'still', 'force', 'meet', 'certainly', 'think', 'pdip', 'sympathizer', 'sympathizes', 'pdip', 'hurts', 'hurt', 'kijokobodo', 'disgusted', 'seeing', 'kijokobo', 'television']","['sympath', 'pdip', 'sincer', 'ki', 'jokobodo', 'meet', 'aunt', 'ega', 'still', 'forc', 'meet', 'certainli', 'think', 'pdip', 'sympath', 'sympath', 'pdip', 'hurt', 'hurt', 'kijokobodo', 'disgust', 'see', 'kijokobo', 'televis']",sympath pdip sincer ki jokobodo meet aunt ega still forc meet certainli think pdip sympath sympath pdip hurt hurt kijokobodo disgust see kijokobo televis
Mon Apr 15 16:50:04 +0000 2024,@psi_id Buka KEBOHONGAN selama ini tersimpan,@psi_id open lies so far stored,open lies so far stored,open lies so far stored,open lies far stored,"['open', 'lies', 'far', 'stored']","['open', 'lie', 'far', 'store']",open lie far store
Mon Apr 15 16:48:07 +0000 2024,Jadi Tersangka Pelecehan Seksual Ketua DPC PSI Gubeng Surabaya Dipecat https://t.co/xcCyIRmJXa,So a suspect in sexual harassment Chairman of DPC PSI Gubeng Surabaya was fired https://t.co/xccyirmi,So a suspect in sexual harassment Chairman of DPC PSI Gubeng Surabaya was fired https t co xccyirmi,so a suspect in sexual harassment chairman of dpc psi gubeng surabaya was fired https t co xccyirmi,suspect sexual harassment chairman dpc psi gubeng surabaya fired https co xccyirmi,"['suspect', 'sexual', 'harassment', 'chairman', 'dpc', 'psi', 'gubeng', 'surabaya', 'fired', 'https', 'co', 'xccyirmi']","['suspect', 'sexual', 'harass', 'chairman', 'dpc', 'psi', 'gubeng', 'surabaya', 'fire', 'http', 'co', 'xccyirmi']",suspect sexual harass chairman dpc psi gubeng surabaya fire http co xccyirmi
Mon Apr 15 16:42:15 +0000 2024,@Anak__Ogi @psi_id @Uki23 @jokowi Si uki kan buzzer mencla mencleyg penting nyebokin dan koar2,@Anak__ogi @psi_id @uki23 @jokowi in uki right buzzer mendla miele is the important thing,in uki right buzzer mendla miele is the important thing,in uki right buzzer mendla miele is the important thing,uki right buzzer mendla miele important thing,"['uki', 'right', 'buzzer', 'mendla', 'miele', 'important', 'thing']","['uki', 'right', 'buzzer', 'mendla', 'miel', 'import', 'thing']",uki right buzzer mendla miel import thing
Mon Apr 15 16:35:38 +0000 2024,@yosua_purba @jokowi @psi_id Demi anak mantu,@yosua_purba @jokowi @psi_id for son -in -law,for son in law,for son in law,son law,"['son', 'law']","['son', 'law']",son law
Mon Apr 15 16:31:39 +0000 2024,@ihe4rthanji OMG MUTUALANKU YG DULU HAHAHA sekarang udah jadi maba psi yeee,@iHe4trthanji omg of my old quality hahaha now has become a freshman psi yeee,omg of my old quality hahaha now has become a freshman psi yeee,omg of my old quality hahaha now has become a freshman psi yeee,omg old quality hahaha become freshman psi yeee,"['omg', 'old', 'quality', 'hahaha', 'become', 'freshman', 'psi', 'yeee']","['omg', 'old', 'qualiti', 'hahaha', 'becom', 'freshman', 'psi', 'yeee']",omg old qualiti hahaha becom freshman psi yeee
Mon Apr 15 16:30:48 +0000 2024,@MARQUEZ__93 400+ Triliun kok bs besar banget dana operasional presiden? @jokowi @psi_id,"@Marquez__93 400+ trillion, how come the President's operational funds are really big?@jokowi @psi_id", trillion how come the President s operational funds are really big id, trillion how come the president s operational funds are really big id,trillion come president operational funds really big id,"['trillion', 'come', 'president', 'operational', 'funds', 'really', 'big', 'id']","['trillion', 'come', 'presid', 'oper', 'fund', 'realli', 'big', 'id']",trillion come presid oper fund realli big id
Mon Apr 15 16:27:40 +0000 2024,Sarjanaku sdg ku proses S.psi Pekerjaanku sdg ku usahakan Keluarga cemaraku biar menjadi urusan pribadi dengan Tuhanku dan semoga di waktu yg tepat aku bisa hidup bersamamu.,"My stern is my process, S.Psi my job is to try my family to be a personal matter with my Lord and hopefully at the right time I can live with you.",My stern is my process S Psi my job is to try my family to be a personal matter with my Lord and hopefully at the right time I can live with you,my stern is my process s psi my job is to try my family to be a personal matter with my lord and hopefully at the right time i can live with you,stern process psi job try family personal matter lord hopefully right time live,"['stern', 'process', 'psi', 'job', 'try', 'family', 'personal', 'matter', 'lord', 'hopefully', 'right', 'time', 'live']","['stern', 'process', 'psi', 'job', 'tri', 'famili', 'person', 'matter', 'lord', 'hope', 'right', 'time', 'live']",stern process psi job tri famili person matter lord hope right time live
Mon Apr 15 16:27:23 +0000 2024,@psi_id @Uki23 @kaesangp @Giring_Ganesha @grace_nat @TsamaraDKI @kurawa @adearmando61 DUA KADER PSI TERJERAT KASUS PELECEHAN SEXSUAL https://t.co/AkM96qaMqn,@psi_id @uki23 @kaesangp @giring_anesha @grace_nat @tsaradki @kurawa @adearmando61 Two cadres psi caught in a sexual harassment case https://t.co/akm96qamqn,Two cadres psi caught in a sexual harassment case https t co akmqamqn,two cadres psi caught in a sexual harassment case https t co akmqamqn,two cadres psi caught sexual harassment case https co akmqamqn,"['two', 'cadres', 'psi', 'caught', 'sexual', 'harassment', 'case', 'https', 'co', 'akmqamqn']","['two', 'cadr', 'psi', 'caught', 'sexual', 'harass', 'case', 'http', 'co', 'akmqamqn']",two cadr psi caught sexual harass case http co akmqamqn
Mon Apr 15 16:23:48 +0000 2024,@aleundip TAK TUTUK BATUK MU BANH,@aleundip tak tutuk cough your banh,tak tutuk cough your banh,tak tutuk cough your banh,tutuk cough banh,"['tutuk', 'cough', 'banh']","['tutuk', 'cough', 'banh']",tutuk cough banh
Mon Apr 15 16:20:52 +0000 2024,kita usahakan gelar M.Psi Psikolog itu ,we try to title the psychologist,we try to title the psychologist,we try to title the psychologist,try title psychologist,"['try', 'title', 'psychologist']","['tri', 'titl', 'psychologist']",tri titl psychologist
Mon Apr 15 16:18:24 +0000 2024,Coba tanya PSI @psi_id,Try asking psi @psi_id,Try asking psi id,try asking psi id,try asking psi id,"['try', 'asking', 'psi', 'id']","['tri', 'ask', 'psi', 'id']",tri ask psi id
Mon Apr 15 16:18:23 +0000 2024,@LexWu_13 @psi_id Bro @Uki23 mending elo urus yang beginian biar otak loh bersih,@Lexwu_13 @psi_id bro @uki23 mending you take care of this so that the brain is clean,bromending you take care of this so that the brain is clean,bromending you take care of this so that the brain is clean,bromending take care brain clean,"['bromending', 'take', 'care', 'brain', 'clean']","['bromend', 'take', 'care', 'brain', 'clean']",bromend take care brain clean
Mon Apr 15 16:12:26 +0000 2024,Psychic PSI au Paranormal powers are real they exists inside us hazionekaniki hazipimiki hazijaribishiki. Lakini matokeo yake yanaonekana wazi kwa naked eyes. . . https://t.co/fTo5QPWSRn,PSYCHIC PSI AU PARANORMAL POWERS ARE REAL THEY EXISTS INSIDE US HAZIONIANKI HAZIPIMIKI HAZIJARIBISHIKI.Lakini Matokeo Yake Yanaonekana wazi kwa naked eyes...https://t.co/FTO5QPWSRN,PSYCHIC PSI AU PARANORMAL POWERS ARE REAL THEY EXISTS INSIDE US HAZIONIANKI HAZIPIMIKI HAZIJARIBISHIKI Lakini Matokeo Yake Yanaonekana wazi kwa naked eyes https t co FTOQPWSRN,psychic psi au paranormal powers are real they exists inside us hazionianki hazipimiki hazijaribishiki lakini matokeo yake yanaonekana wazi kwa naked eyes https t co ftoqpwsrn,psychic psi au paranormal powers real exists inside us hazionianki hazipimiki hazijaribishiki lakini matokeo yake yanaonekana wazi kwa naked eyes https co ftoqpwsrn,"['psychic', 'psi', 'au', 'paranormal', 'powers', 'real', 'exists', 'inside', 'us', 'hazionianki', 'hazipimiki', 'hazijaribishiki', 'lakini', 'matokeo', 'yake', 'yanaonekana', 'wazi', 'kwa', 'naked', 'eyes', 'https', 'co', 'ftoqpwsrn']","['psychic', 'psi', 'au', 'paranorm', 'power', 'real', 'exist', 'insid', 'us', 'hazionianki', 'hazipimiki', 'hazijaribishiki', 'lakini', 'matokeo', 'yake', 'yanaonekana', 'wazi', 'kwa', 'nake', 'eye', 'http', 'co', 'ftoqpwsrn']",psychic psi au paranorm power real exist insid us hazionianki hazipimiki hazijaribishiki lakini matokeo yake yanaonekana wazi kwa nake eye http co ftoqpwsrn
Mon Apr 15 16:09:23 +0000 2024,@benonwine Psi or BAR,@benonwine psi or bar,psi or bar,psi or bar,psi bar,"['psi', 'bar']","['psi', 'bar']",psi bar
Mon Apr 15 16:08:41 +0000 2024,@DedynurPalakka @cannogate @psi_id @GeovanieJeffrie @kaesangp @grace_nat @Giring_Ganesha @RajaJuliAntoni @Uki23 Ngeri Bro kalao bener mah .. Mending klarifikasi dah tuh Konco Koncomu nb : Saya jujurly kaget ya .. sama sama kaget ini,@Dedynurpalakka @cannogate @psi_id @geovaniejeffrie @kaesangp @grace_nat @giring_ganesha @rajajuliantoni @uki23 horrified bro ... it's better to clarify the konco koncomuu nb: I honestly shocked ...,horrified bro it s better to clarify the konco koncomuu nb I honestly shocked,horrified bro it s better to clarify the konco koncomuu nb i honestly shocked,horrified bro better clarify konco koncomuu nb honestly shocked,"['horrified', 'bro', 'better', 'clarify', 'konco', 'koncomuu', 'nb', 'honestly', 'shocked']","['horrifi', 'bro', 'better', 'clarifi', 'konco', 'koncomuu', 'nb', 'honestli', 'shock']",horrifi bro better clarifi konco koncomuu nb honestli shock
Mon Apr 15 16:08:14 +0000 2024,@DedynurPalakka @StefanAntonio__ @psi_id @GeovanieJeffrie @kaesangp @grace_nat @Giring_Ganesha @RajaJuliAntoni @Uki23 Coba aja lo tanya sama yang ngetuit,@Dedynurpalakka @stefanantonio__ @psi_id @geovaniejeffrie @kaesangp @grace_nat @giring_ganesha @rajajuliantoni @uki23 just ask you the same,just ask you the same,just ask you the same,ask,['ask'],['ask'],ask
Mon Apr 15 15:44:29 +0000 2024,@cannogate @psi_id @GeovanieJeffrie @kaesangp @grace_nat @Giring_Ganesha @RajaJuliAntoni @DedynurPalakka @Uki23 Pas dia pidato kayanya tuh para Ketua Ketua yang jadi Predator Seks dan jadi tersangka pada ikutan dengerin kan ya ??!!,@cannogate @psi_id @geovaniejeffrie @kaesangp @grace_nat @giring_ganesha @rajajuliantoni @dedynurpalakka @uki23 when he was the president who was the chairman who became a sex predator and became a suspect in the listening right? !!,when he was the president who was the chairman who became a sex predator and became a suspect in the listening right,when he was the president who was the chairman who became a sex predator and became a suspect in the listening right,president chairman became sex predator became suspect listening right,"['president', 'chairman', 'became', 'sex', 'predator', 'became', 'suspect', 'listening', 'right']","['presid', 'chairman', 'becam', 'sex', 'predat', 'becam', 'suspect', 'listen', 'right']",presid chairman becam sex predat becam suspect listen right
Mon Apr 15 15:43:44 +0000 2024,@ArdiKuncoro_ @ws_parsito @jokowi Pasti menang itu mas. Nanti kan PSI bisa jadi subkontraktor Golkar. Menang mainkon nya biasanya subkon nya juga menang. ,"@Ardikuncoro_ @ws_parsito @jokowi must win, bro.Later PSI can be a Golkar subcontractor.Winning the mainkon usually the subcon also wins.",must win bro Later PSI can be a Golkar subcontractor Winning the mainkon usually the subcon also wins,must win bro later psi can be a golkar subcontractor winning the mainkon usually the subcon also wins,must win bro later psi golkar subcontractor winning mainkon usually subcon also wins,"['must', 'win', 'bro', 'later', 'psi', 'golkar', 'subcontractor', 'winning', 'mainkon', 'usually', 'subcon', 'also', 'wins']","['must', 'win', 'bro', 'later', 'psi', 'golkar', 'subcontractor', 'win', 'mainkon', 'usual', 'subcon', 'also', 'win']",must win bro later psi golkar subcontractor win mainkon usual subcon also win
Mon Apr 15 15:41:53 +0000 2024,@StefanAntonio__ @psi_id @GeovanieJeffrie @kaesangp @grace_nat @Giring_Ganesha @RajaJuliAntoni @DedynurPalakka @Uki23 Nah ini pidato politiknya @grace_nat yang memanipulasi anak muda https://t.co/Jw1x7jxeKQ,@Stefanantonio__ @psi_id @geovaniejeffrie @kaesangp @grace_nat @giring_ganesha @rajajuliantoni @dedynurpalakka @uki23 Now this is his political speech @grace_nat who manipulated young people https://t.co/j1x7jxekq,Now this is his political speech who manipulated young people https t co jxjxekq,now this is his political speech who manipulated young people https t co jxjxekq,political speech manipulated young people https co jxjxekq,"['political', 'speech', 'manipulated', 'young', 'people', 'https', 'co', 'jxjxekq']","['polit', 'speech', 'manipul', 'young', 'peopl', 'http', 'co', 'jxjxekq']",polit speech manipul young peopl http co jxjxekq
Mon Apr 15 15:39:48 +0000 2024,@Anak__Ogi @psi_id @Uki23 @jokowi Pengalihan isu bisa jdi bg karna taulah partainya PSI lgi bnyak diterpa kasus² amoral..,@Anak__ogi @psi_id @uki23 @jokowi the transfer of the issue can be like that because the party is more like a lot of amoral cases ..,the transfer of the issue can be like that because the party is more like a lot of amoral cases,the transfer of the issue can be like that because the party is more like a lot of amoral cases,transfer issue like party like lot amoral cases,"['transfer', 'issue', 'like', 'party', 'like', 'lot', 'amoral', 'cases']","['transfer', 'issu', 'like', 'parti', 'like', 'lot', 'amor', 'case']",transfer issu like parti like lot amor case
Mon Apr 15 15:39:37 +0000 2024,Duain (02) @jokowi @jokoanwar Cc: @iluniui_ @NajwaShihab @gibran_tweet @psi_id @kaesangp @omhansss,Duain (02) @jokowi @jokoanwar cc: @iluniui_ @najwashihab @gibran_tweet @psi_id @kaesangp @omhanssss,Duain  cc,duain  cc,duain cc,"['duain', 'cc']","['duain', 'cc']",duain cc
Mon Apr 15 15:37:26 +0000 2024,@StefanAntonio__ @psi_id @GeovanieJeffrie @kaesangp @grace_nat @Giring_Ganesha @RajaJuliAntoni @DedynurPalakka @Uki23 Itu yang ngarang bukunya si big boss Om https://t.co/o5xuEnelKH,@Stefanantonio__ @psi_id @geovaniejeffrie @kaesangp @grace_nat @giring_ganesha @rajajuliantoni @dedynurpalakka @uki23 that made the book Big Boss https://t.co/o5xuenelkh,that made the book Big Boss https t co oxuenelkh,that made the book big boss https t co oxuenelkh,made book big boss https co oxuenelkh,"['made', 'book', 'big', 'boss', 'https', 'co', 'oxuenelkh']","['made', 'book', 'big', 'boss', 'http', 'co', 'oxuenelkh']",made book big boss http co oxuenelkh
Mon Apr 15 15:34:43 +0000 2024,@cannogate @psi_id Jualan GIMMICK doang,@cannogate @psi_id selling gimmick only,selling gimmick only,selling gimmick only,selling gimmick,"['selling', 'gimmick']","['sell', 'gimmick']",sell gimmick
Mon Apr 15 15:34:26 +0000 2024,@cannogate @psi_id @GeovanieJeffrie @kaesangp @grace_nat @Giring_Ganesha @RajaJuliAntoni @DedynurPalakka @Uki23 Yang paling bener colek BIG BOSSnya @GeovanieJeffrie Mingkem aja klean semua liat Kelakuan KETUA KETUA DPD DPC @psi_id Sangean begitu ya ??!!!,@cannogate @psi_id @geovaniejeffrie @kaesangp @grace_nat @giring_ganesha @rajajuliantoni @dedynurpalakka @uki23 The most correct Big Boss @GEOVANEJeffrie Mingkem.,The most correct Big BossMingkem,the most correct big bossmingkem,correct big bossmingkem,"['correct', 'big', 'bossmingkem']","['correct', 'big', 'bossmingkem']",correct big bossmingkem
Mon Apr 15 15:34:08 +0000 2024,Logonya aja mirip yang di benua eropa sana ya @psi_id partai kebanyakan bacod,The logo is just similar to the European continent there @psi_id the party is mostly bacod,The logo is just similar to the European continent therethe party is mostly bacod,the logo is just similar to the european continent therethe party is mostly bacod,logo similar european continent therethe party mostly bacod,"['logo', 'similar', 'european', 'continent', 'therethe', 'party', 'mostly', 'bacod']","['logo', 'similar', 'european', 'contin', 'thereth', 'parti', 'mostli', 'bacod']",logo similar european contin thereth parti mostli bacod
Mon Apr 15 15:32:43 +0000 2024,@StefanAntonio__ @psi_id @GeovanieJeffrie @kaesangp @grace_nat @Giring_Ganesha @RajaJuliAntoni Photo diambil dari bukunya PENCARI DANA @psi_id kena KARMA nya sekarang karena kelakuan kadernya udah kayak binatang. Judul buku MEMBELA AKAL SEHAT. kalau kayak gini colek juga @DedynurPalakka pakar jokowisme @Uki23 pakar jokowinomics dan pakar akal sehat @grace_nat https://t.co/sgaT8iwaI8,"@Stefanantonio__ @psi_id @geovaniejeffrie @kaesangp @grace_nat @giring_ganesha @rajajuliantoni Photo taken from his book Funding Funding @psi_id hit by karma now because the cadre's behavior is like an animal.The title of the book defends common sense.If it's like this, @dedynurpalakka expert jokowism @uki23 expert jokowinomics and common sense expert @grace_nat https://t.co/sgat8iwai8",Photo taken from his book Funding Funding hit by karma now because the cadre s behavior is like an animal The title of the book defends common sense If it s like this expert jokowismexpert jokowinomics and common sense expert https t co sgatiwai,photo taken from his book funding funding hit by karma now because the cadre s behavior is like an animal the title of the book defends common sense if it s like this expert jokowismexpert jokowinomics and common sense expert https t co sgatiwai,photo taken book funding funding hit karma cadre behavior like animal title book defends common sense like expert jokowismexpert jokowinomics common sense expert https co sgatiwai,"['photo', 'taken', 'book', 'funding', 'funding', 'hit', 'karma', 'cadre', 'behavior', 'like', 'animal', 'title', 'book', 'defends', 'common', 'sense', 'like', 'expert', 'jokowismexpert', 'jokowinomics', 'common', 'sense', 'expert', 'https', 'co', 'sgatiwai']","['photo', 'taken', 'book', 'fund', 'fund', 'hit', 'karma', 'cadr', 'behavior', 'like', 'anim', 'titl', 'book', 'defend', 'common', 'sens', 'like', 'expert', 'jokowismexpert', 'jokowinom', 'common', 'sens', 'expert', 'http', 'co', 'sgatiwai']",photo taken book fund fund hit karma cadr behavior like anim titl book defend common sens like expert jokowismexpert jokowinom common sens expert http co sgatiwai
Mon Apr 15 15:24:25 +0000 2024,@Uki23 Ngomong opo kowe? Sok Pinter banget. Pdhal bloon. Ciri kas orang PSI,@Uki23 talking opo kowe?Very smart.Pdhal bloon.The characteristics of the PSI cash cash,talking opo kowe Very smart Pdhal bloon The characteristics of the PSI cash cash,talking opo kowe very smart pdhal bloon the characteristics of the psi cash cash,talking opo kowe smart pdhal bloon characteristics psi cash cash,"['talking', 'opo', 'kowe', 'smart', 'pdhal', 'bloon', 'characteristics', 'psi', 'cash', 'cash']","['talk', 'opo', 'kow', 'smart', 'pdhal', 'bloon', 'characterist', 'psi', 'cash', 'cash']",talk opo kow smart pdhal bloon characterist psi cash cash
